MP,G|R,AverageProfit,Occurences,Pattern,Type
0.004423,1.000000,0.004423,30,6|2|2|1|1|3,one white soldier
0.004423,1.000000,0.004423,50,5|4|4|1|0|7,bullish engulfing
0.004422,1.086957,0.004068,48,4|3|3|2|2|6,bullish engulfing
0.004418,1.323529,0.003338,79,0|5|4|2|3|5,one white soldier
0.004417,1.200000,0.003681,33,7|5|4|2|1|6,bullish engulfing
0.004415,1.444444,0.003057,66,4|4|4|2|3|7,one white soldier
0.004409,1.047619,0.004209,129,4|4|4|3|2|5,bullish engulfing
0.004408,1.384615,0.003184,31,2|5|5|3|3|7,one white soldier
0.004401,1.121951,0.003923,87,3|2|2|2|1|7,bullish engulfing
0.004401,1.363636,0.003227,104,7|5|4|2|3|3,bullish harami
0.004401,1.055556,0.004169,37,2|5|6|1|2|4,bullish harami
0.004400,1.600000,0.002750,39,10|4|4|2|1|6,bullish engulfing
0.004399,1.333333,0.003299,42,8|4|4|2|1|5,bullish engulfing
0.004398,1.538462,0.002859,33,5|3|4|1|2|3,bullish harami
0.004397,1.294118,0.003397,39,3|3|3|2|1|10,bullish engulfing
0.004392,1.272727,0.003451,50,6|2|2|1|1|5,one white soldier
0.004390,1.000000,0.004390,32,2|4|5|1|1|4,bullish harami
0.004390,1.000000,0.004390,30,0|5|6|5|6|6,one white soldier
0.004386,1.428571,0.003070,34,6|6|6|5|5|5,bullish harami
0.004384,1.133333,0.003868,32,2|2|2|1|0|3,bullish engulfing
0.004382,1.150000,0.003811,43,4|3|2|1|0|4,bullish engulfing
0.004377,1.481481,0.002955,67,2|4|3|1|2|4,one white soldier
0.004374,1.565217,0.002794,59,1|5|5|4|5|8,one white soldier
0.004373,1.000000,0.004373,46,0|4|6|4|4|7,one white soldier
0.004369,1.136364,0.003845,47,7|2|1|0|1|3,one white soldier
0.004368,1.307692,0.003340,60,0|3|5|4|4|6,one white soldier
0.004368,1.176471,0.003713,37,0|6|5|2|2|4,bullish harami
0.004366,1.157895,0.003771,41,6|6|6|2|4|5,bullish harami
0.004365,1.277778,0.003416,41,3|3|3|2|1|5,bullish engulfing
0.004364,1.533333,0.002846,38,4|6|6|1|2|2,bullish harami
0.004364,1.103448,0.003955,61,8|5|6|3|4|5,bullish harami
0.004363,1.000000,0.004363,34,3|4|4|2|3|10,one white soldier
0.004363,1.214286,0.003593,31,2|2|3|1|2|5,one white soldier
0.004362,1.428571,0.003054,34,4|4|4|3|3|9,one white soldier
0.004362,1.133333,0.003849,64,2|4|5|3|4|8,one white soldier
0.004361,1.000000,0.004361,38,2|6|6|5|5|7,bullish engulfing
0.004361,1.207547,0.003611,117,6|4|4|2|2|4,bullish harami
0.004358,1.047619,0.004160,43,9|3|3|1|0|5,bullish engulfing
0.004358,1.043011,0.004178,190,0|5|5|4|5|6,one white soldier
0.004358,1.137931,0.003829,62,4|3|3|0|2|5,one white soldier
0.004357,1.176471,0.003704,37,7|6|6|2|4|5,bullish harami
0.004357,1.058824,0.004115,35,6|4|4|2|2|7,bullish engulfing
0.004355,1.214286,0.003586,62,5|4|5|0|1|3,bullish harami
0.004352,1.086957,0.004004,48,8|3|3|2|3|6,one white soldier
0.004349,1.294118,0.003361,117,1|3|3|2|1|5,bullish engulfing
0.004348,1.096774,0.003965,65,6|5|4|1|2|6,one white soldier
0.004346,1.421053,0.003058,46,5|4|4|0|1|3,bullish harami
0.004345,1.071429,0.004056,58,1|2|1|1|0|6,bullish engulfing
0.004343,1.312500,0.003309,37,8|4|4|2|3|8,one white soldier
0.004342,1.038462,0.004181,53,6|3|3|1|0|3,bullish engulfing
0.004340,1.062500,0.004085,33,5|1|2|1|1|4,bullish engulfing
0.004336,1.074074,0.004037,56,2|5|5|2|2|4,bullish harami
0.004331,1.250000,0.003465,36,8|2|2|2|1|4,bullish engulfing
0.004330,1.058824,0.004090,35,5|4|4|1|0|5,bullish engulfing
0.004324,1.192308,0.003626,57,1|4|3|2|1|4,bullish engulfing
0.004322,1.233333,0.003504,67,3|2|3|2|3|7,one white soldier
0.004322,1.171429,0.003689,76,8|2|2|0|1|4,one white soldier
0.004319,1.350000,0.003200,47,6|5|5|0|1|6,one white soldier
0.004319,1.101695,0.003921,124,5|2|2|1|1|3,bullish engulfing
0.004318,1.041667,0.004145,49,7|5|3|1|0|4,bullish engulfing
0.004317,1.384615,0.003118,31,1|5|4|3|3|6,one white soldier
0.004317,1.466667,0.002943,37,1|4|4|2|0|6,bullish engulfing
0.004313,1.000000,0.004313,90,3|4|4|2|2|6,bullish engulfing
0.004309,1.133333,0.003802,32,5|5|5|4|4|6,one white soldier
0.004307,1.285714,0.003350,32,2|5|6|5|4|8,bullish engulfing
0.004303,1.125000,0.003825,34,7|8|8|2|2|3,bullish harami
0.004298,1.081967,0.003973,127,3|3|3|0|1|4,one white soldier
0.004295,1.500000,0.002863,55,2|5|5|0|0|2,bullish harami
0.004290,1.333333,0.003217,35,8|3|4|1|0|5,bullish engulfing
0.004285,1.294118,0.003311,39,4|5|3|1|2|5,one white soldier
0.004283,1.500000,0.002855,55,5|4|3|1|1|5,bullish engulfing
0.004281,1.428571,0.002997,34,4|3|2|1|2|8,one white soldier
0.004278,1.150000,0.003720,43,7|5|5|4|4|5,bullish engulfing
0.004273,1.208333,0.003536,53,7|6|7|1|1|2,bullish harami
0.004273,1.090909,0.003916,46,5|5|4|2|1|5,bullish engulfing
0.004272,1.200000,0.003560,33,2|6|6|5|4|6,bullish engulfing
0.004272,1.117647,0.003822,36,4|5|5|1|2|6,one white soldier
0.004269,1.375000,0.003105,38,1|2|4|2|2|6,one white soldier
0.004268,1.114286,0.003830,74,5|3|2|1|1|4,one white soldier
0.004262,1.222222,0.003487,80,7|2|2|0|0|2,bullish harami
0.004255,1.019231,0.004175,105,0|6|6|3|4|5,bullish harami
0.004251,1.000000,0.004251,44,1|5|6|5|4|6,bullish engulfing
0.004249,1.105263,0.003845,40,0|4|5|2|3|5,bullish harami
0.004248,1.529412,0.002778,43,1|3|2|2|1|7,bullish engulfing
0.004247,1.055556,0.004023,37,3|6|7|1|2|3,bullish harami
0.004245,1.052632,0.004033,39,7|4|4|1|0|6,bullish engulfing
0.004244,1.769231,0.002399,36,9|7|7|1|3|4,bullish harami
0.004243,1.384615,0.003064,31,4|3|3|2|2|4,bullish engulfing
0.004241,1.411765,0.003004,41,0|4|6|5|5|6,one white soldier
0.004240,1.642857,0.002581,37,5|3|2|2|0|3,bullish engulfing
0.004235,1.161290,0.003647,67,1|2|3|2|3|7,one white soldier
0.004235,1.133333,0.003737,32,5|5|5|4|2|7,bullish engulfing
0.004231,1.147541,0.003687,131,5|2|2|0|1|6,one white soldier
0.004230,1.240000,0.003412,168,7|6|5|1|1|2,bullish harami
0.004229,1.250000,0.003383,72,1|2|2|1|2|8,one white soldier
0.004227,1.095238,0.003860,44,0|6|7|6|5|10,bullish engulfing
0.004227,1.052632,0.004016,39,6|2|3|2|1|4,bullish engulfing
0.004226,1.450000,0.002915,49,1|2|3|1|2|9,one white soldier
0.004226,1.043478,0.004050,47,5|3|2|1|0|4,bullish engulfing
0.004224,1.185185,0.003564,59,4|4|3|1|1|1,bullish harami
0.004222,1.125000,0.003753,34,0|7|7|4|4|6,bullish harami
0.004220,1.133333,0.003723,32,5|7|7|2|3|3,bullish harami
0.004216,1.000000,0.004216,38,0|2|3|1|1|7,bullish engulfing
0.004214,1.459016,0.002888,150,6|6|5|1|2|3,bullish harami
0.004214,1.236842,0.003407,85,4|4|4|0|0|6,one white soldier
0.004208,1.571429,0.002678,36,3|5|5|3|4|5,one white soldier
0.004207,1.142857,0.003681,30,4|3|5|1|2|4,bullish harami
0.004204,1.050000,0.004004,41,6|5|6|3|4|4,bullish harami
0.004202,1.000000,0.004202,32,4|2|2|0|1|6,one white soldier
0.004201,1.200000,0.003501,33,0|1|3|1|2|8,one white soldier
0.004199,1.027778,0.004086,73,0|4|5|4|4|9,one white soldier
0.004195,1.166667,0.003596,39,0|6|6|4|4|9,bullish engulfing
0.004194,1.000000,0.004194,32,9|5|5|2|1|5,bullish engulfing
0.004192,1.100000,0.003811,63,4|5|4|1|2|3,bullish harami
0.004190,1.285714,0.003259,32,2|3|3|3|2|6,bullish engulfing
0.004186,1.055556,0.003966,37,5|5|6|2|3|4,bullish harami
0.004178,1.125000,0.003714,34,8|3|2|0|0|3,one white soldier
0.004177,1.025000,0.004075,81,3|3|3|0|0|2,bullish harami
0.004174,1.500000,0.002783,80,3|4|4|3|4|5,one white soldier
0.004173,1.272727,0.003279,75,6|3|4|2|3|4,one white soldier
0.004173,1.042553,0.004003,96,3|3|3|0|0|1,bullish harami
0.004171,1.120000,0.003724,53,7|5|5|1|1|2,bullish harami
0.004171,1.050000,0.003972,41,5|5|4|1|2|3,bullish harami
0.004169,1.000000,0.004169,180,4|3|3|1|2|4,one white soldier
0.004168,1.411765,0.002952,41,1|4|5|1|2|6,one white soldier
0.004167,1.318182,0.003161,51,2|5|5|2|3|3,bullish harami
0.004164,1.100000,0.003786,63,10|8|8|2|3|4,bullish harami
0.004164,1.062500,0.003919,33,3|3|4|2|2|6,bullish engulfing
0.004163,1.300000,0.003203,69,4|4|4|1|0|5,bullish engulfing
0.004163,1.250000,0.003331,90,1|3|3|3|2|4,bullish engulfing
0.004157,1.269231,0.003275,59,4|3|2|0|1|5,one white soldier
0.004154,1.230769,0.003375,87,4|2|2|1|1|5,bullish engulfing
0.004151,1.583333,0.002621,31,3|3|3|2|2|5,one white soldier
0.004150,1.000000,0.004150,38,7|5|5|1|1|5,bullish harami
0.004150,1.064516,0.003899,128,9|5|4|1|2|3,bullish harami
0.004149,1.333333,0.003112,35,0|2|4|2|1|7,bullish engulfing
0.004145,1.052632,0.003938,39,0|1|3|2|2|8,one white soldier
0.004142,1.437500,0.002881,39,3|3|2|0|0|5,one white soldier
0.004141,1.235294,0.003352,38,6|7|7|2|2|4,bullish harami
0.004139,1.017241,0.004069,117,4|3|3|2|2|4,bullish engulfing
0.004138,1.250000,0.003310,36,3|6|6|0|2|4,bullish harami
0.004137,1.000000,0.004137,42,7|3|3|3|3|4,one white soldier
0.004136,1.294118,0.003196,39,2|5|5|2|0|7,bullish engulfing
0.004136,1.000000,0.004136,36,4|3|3|1|1|6,bullish engulfing
0.004132,1.222222,0.003381,40,3|3|3|0|0|6,one white soldier
0.004132,1.381818,0.002990,131,2|2|2|1|0|4,bullish engulfing
0.004128,1.111111,0.003715,38,0|4|4|3|1|5,bullish engulfing
0.004126,1.270270,0.003248,84,6|6|4|1|1|2,bullish harami
0.004126,1.100000,0.003751,210,7|5|5|1|2|4,bullish harami
0.004124,1.454545,0.002835,54,7|2|1|0|0|1,bullish harami
0.004122,1.533333,0.002688,76,3|4|4|3|2|6,bullish engulfing
0.004121,1.122449,0.003671,104,0|5|5|5|4|8,bullish engulfing
0.004119,1.125000,0.003662,51,3|4|3|2|2|4,bullish engulfing
0.004117,1.055556,0.003900,37,2|1|2|1|1|4,bullish engulfing
0.004116,1.312500,0.003136,37,5|3|4|1|1|3,bullish harami
0.004115,1.200000,0.003429,33,5|2|2|0|0|7,one white soldier
0.004114,1.100000,0.003740,42,6|4|3|2|2|5,one white soldier
0.004113,1.038462,0.003961,53,6|5|4|1|1|2,bullish harami
0.004110,1.142857,0.003596,60,5|5|6|0|1|1,bullish harami
0.004107,1.103448,0.003722,61,0|4|4|2|3|8,one white soldier
0.004104,1.179487,0.003480,85,5|5|4|0|1|3,bullish harami
0.004103,1.083333,0.003787,50,8|2|3|0|1|4,one white soldier
0.004101,1.333333,0.003076,84,6|6|5|1|2|4,bullish harami
0.004100,1.000000,0.004100,148,5|2|2|0|1|4,one white soldier
0.004099,1.080000,0.003795,52,1|3|3|1|1|7,one white soldier
0.004096,1.500000,0.002731,35,4|4|3|1|1|7,one white soldier
0.004095,1.086957,0.003767,48,1|5|6|4|5|9,one white soldier
0.004092,1.133333,0.003610,32,1|4|6|4|4|5,bullish harami
0.004089,1.250000,0.003271,36,6|4|4|0|1|7,one white soldier
0.004088,1.466667,0.002787,37,4|4|4|4|2|5,bullish engulfing
0.004084,1.421053,0.002874,46,5|4|4|3|3|7,bullish engulfing
0.004082,1.304348,0.003130,53,0|3|5|3|3|6,bullish engulfing
0.004080,1.184211,0.003445,83,0|6|6|5|5|8,bullish engulfing
0.004077,1.117647,0.003648,36,7|5|4|2|3|6,one white soldier
0.004076,1.176471,0.003465,74,1|4|5|3|4|8,one white soldier
0.004075,1.000000,0.004075,58,9|7|5|2|3|4,bullish harami
0.004071,1.102941,0.003691,143,6|4|3|1|1|4,one white soldier
0.004071,1.339623,0.003039,124,0|5|5|4|4|5,one white soldier
0.004070,1.117647,0.003641,36,2|7|7|6|5|8,bullish engulfing
0.004070,1.375000,0.002960,38,4|2|3|0|1|1,bullish harami
0.004069,1.000000,0.004069,48,1|3|3|2|1|4,bullish engulfing
0.004060,1.500000,0.002706,50,1|6|6|5|4|7,bullish engulfing
0.004059,1.047619,0.003874,43,5|2|2|1|2|4,one white soldier
0.004058,1.578947,0.002570,49,7|2|2|1|1|5,bullish engulfing
0.004058,1.133333,0.003581,32,0|7|8|6|7|7,bullish harami
0.004057,1.036364,0.003915,112,6|2|1|1|1|2,one white soldier
0.004055,1.222222,0.003318,40,9|5|5|1|2|7,one white soldier
0.004054,1.068966,0.003793,60,8|3|3|0|0|4,one white soldier
0.004053,1.108108,0.003657,78,0|2|2|0|1|4,one white soldier
0.004053,1.411765,0.002871,41,5|3|3|2|2|3,bullish harami
0.004052,1.000000,0.004052,194,0|2|2|0|1|6,one white soldier
0.004051,1.000000,0.004051,34,1|2|2|0|1|3,one white soldier
0.004051,1.185185,0.003418,59,6|4|4|1|2|8,one white soldier
0.004050,1.583333,0.002558,31,3|6|6|4|5|9,one white soldier
0.004048,1.291667,0.003134,55,7|3|3|3|2|5,bullish engulfing
0.004047,1.240000,0.003264,56,6|4|4|1|2|4,one white soldier
0.004045,1.200000,0.003370,44,1|4|4|3|3|7,one white soldier
0.004044,1.038462,0.003894,53,9|4|3|1|0|4,bullish engulfing
0.004041,1.056338,0.003826,146,3|3|3|1|1|6,one white soldier
0.004041,1.200000,0.003367,33,2|2|2|1|1|4,bullish engulfing
0.004041,1.421053,0.002843,46,7|4|4|3|3|6,one white soldier
0.004036,1.361702,0.002964,111,8|5|4|2|2|3,bullish harami
0.004033,1.184211,0.003406,83,0|5|5|3|4|5,bullish harami
0.004033,1.222222,0.003300,80,4|3|3|3|2|6,bullish engulfing
0.004031,1.387097,0.002906,148,6|5|3|0|1|2,bullish harami
0.004029,1.388889,0.002901,43,7|3|4|3|2|4,bullish engulfing
0.004026,1.157895,0.003477,41,6|7|7|0|0|1,bullish harami
0.004026,1.043478,0.003858,47,7|4|4|1|2|4,bullish harami
0.004018,1.043478,0.003851,47,0|2|5|3|4|7,one white soldier
0.004016,1.137931,0.003529,124,9|6|6|0|1|2,bullish harami
0.004016,1.158537,0.003466,177,7|3|3|1|1|4,one white soldier
0.004015,1.100000,0.003650,63,10|6|5|1|1|2,bullish harami
0.004015,1.388889,0.002891,43,4|2|2|2|1|7,bullish engulfing
0.004014,1.500000,0.002676,55,5|4|4|3|1|5,bullish engulfing
0.004010,1.384615,0.002896,31,7|7|5|0|1|2,bullish harami
0.004004,1.066667,0.003754,62,7|2|1|1|0|2,bullish engulfing
0.004002,1.380952,0.002898,50,6|3|4|3|2|6,bullish engulfing
0.004001,1.416667,0.002824,87,2|3|4|1|2|5,one white soldier
0.004000,1.000000,0.004000,56,6|3|3|1|1|3,bullish harami
0.003998,1.137931,0.003514,62,4|2|2|0|0|4,one white soldier
0.003998,1.034483,0.003865,59,2|2|2|0|1|3,one white soldier
0.003994,1.689655,0.002364,78,6|4|3|1|2|5,one white soldier
0.003992,1.303030,0.003064,76,9|6|5|0|1|4,bullish harami
0.003992,1.000000,0.003992,32,8|6|5|1|2|5,bullish harami
0.003991,1.187500,0.003361,35,1|3|4|3|3|6,bullish engulfing
0.003991,1.117647,0.003571,108,6|3|3|1|1|5,bullish engulfing
0.003984,1.380952,0.002885,50,5|5|5|0|1|4,bullish harami
0.003976,1.100000,0.003615,84,9|5|5|0|0|2,bullish harami
0.003970,1.058824,0.003750,35,6|4|4|3|3|5,one white soldier
0.003968,1.062500,0.003735,33,4|2|3|2|3|4,one white soldier
0.003968,1.777778,0.002232,50,4|6|6|1|1|2,bullish harami
0.003965,1.031250,0.003845,65,1|5|5|3|3|6,one white soldier
0.003962,1.066667,0.003715,31,4|6|4|0|1|3,bullish harami
0.003959,1.307692,0.003027,30,1|6|6|5|4|10,bullish engulfing
0.003956,1.428571,0.002769,68,2|4|5|2|3|6,one white soldier
0.003955,1.062500,0.003722,33,5|2|2|0|1|7,one white soldier
0.003954,1.291667,0.003061,55,10|5|5|0|0|2,bullish harami
0.003953,1.250000,0.003162,54,6|3|4|1|2|5,one white soldier
0.003952,1.130435,0.003496,98,5|6|6|1|1|3,bullish harami
0.003950,1.312500,0.003010,37,0|3|2|1|1|7,one white soldier
0.003944,1.285714,0.003068,48,1|3|5|3|2|6,bullish engulfing
0.003944,1.586207,0.002486,75,1|5|5|4|4|8,one white soldier
0.003943,1.200000,0.003286,66,2|4|4|2|0|6,bullish engulfing
0.003943,1.440000,0.002738,122,1|5|5|4|4|6,one white soldier
0.003942,1.000000,0.003942,36,7|4|3|1|2|6,one white soldier
0.003941,1.000000,0.003941,50,7|4|2|1|0|4,bullish engulfing
0.003936,1.166667,0.003374,39,1|6|6|5|6|9,one white soldier
0.003932,1.208333,0.003254,53,5|3|3|2|1|3,bullish engulfing
0.003929,1.352941,0.002904,40,2|4|5|5|4|6,bullish engulfing
0.003926,1.161290,0.003380,268,0|3|4|2|3|6,one white soldier
0.003925,1.818182,0.002159,31,3|2|2|0|0|2,bullish engulfing
0.003924,1.266667,0.003098,34,3|4|4|1|3|3,bullish harami
0.003923,1.355556,0.002894,106,7|6|5|1|1|3,bullish harami
0.003922,1.357143,0.002890,33,2|3|6|0|1|2,bullish harami
0.003920,1.777778,0.002205,50,1|1|2|1|2|4,one white soldier
0.003913,1.214286,0.003222,31,5|3|4|1|1|5,bullish engulfing
0.003913,1.187500,0.003295,70,2|2|3|2|3|5,one white soldier
0.003910,1.107143,0.003532,59,7|4|3|3|2|4,bullish engulfing
0.003907,1.082192,0.003611,152,1|2|2|1|2|7,one white soldier
0.003905,1.095238,0.003565,44,0|0|4|2|3|6,one white soldier
0.003902,1.133333,0.003443,32,7|3|4|3|2|7,bullish engulfing
0.003901,1.142857,0.003413,30,2|5|5|4|5|6,one white soldier
0.003900,1.300000,0.003000,46,7|4|5|1|2|5,one white soldier
0.003897,1.250000,0.003118,81,3|3|3|2|3|6,one white soldier
0.003897,1.750000,0.002227,33,0|3|2|1|2|8,one white soldier
0.003896,1.000000,0.003896,58,6|5|6|2|2|3,bullish harami
0.003895,1.153846,0.003376,56,3|3|4|2|3|5,one white soldier
0.003894,1.166667,0.003337,39,7|6|6|1|1|2,bullish harami
0.003894,1.285714,0.003028,32,9|3|3|1|0|6,bullish engulfing
0.003891,1.413043,0.002754,111,3|4|4|3|3|5,one white soldier
0.003891,1.382353,0.002815,81,6|5|5|0|2|4,bullish harami
0.003889,1.066667,0.003646,31,0|4|6|4|4|6,one white soldier
0.003884,1.600000,0.002428,65,0|7|7|4|5|6,bullish harami
0.003883,1.037037,0.003744,55,3|3|2|1|2|7,one white soldier
0.003876,1.000000,0.003876,34,0|7|7|6|7|8,one white soldier
0.003872,1.190476,0.003253,46,2|2|2|0|1|2,bullish harami
0.003871,1.066667,0.003629,31,5|2|3|0|2|7,one white soldier
0.003871,1.130435,0.003424,49,5|5|4|1|2|6,one white soldier
0.003871,1.285714,0.003011,32,7|7|8|1|2|4,bullish harami
0.003871,1.135135,0.003410,79,4|5|5|3|4|6,one white soldier
0.003869,1.450000,0.002668,49,9|5|5|1|1|2,bullish harami
0.003867,1.629630,0.002373,71,3|5|4|0|1|3,bullish harami
0.003867,1.250000,0.003094,45,2|4|4|4|3|6,bullish engulfing
0.003867,1.086207,0.003560,121,2|3|2|0|1|6,one white soldier
0.003866,1.357143,0.002849,33,7|6|4|2|3|5,one white soldier
0.003859,1.111111,0.003474,57,3|4|4|2|3|9,one white soldier
0.003859,1.583333,0.002437,31,0|4|4|4|4|9,bullish engulfing
0.003859,1.296296,0.002977,62,9|6|5|3|3|4,bullish harami
0.003858,1.235294,0.003123,38,3|4|4|0|0|6,bullish engulfing
0.003850,1.033333,0.003726,61,8|7|6|0|0|1,bullish harami
0.003849,1.000000,0.003849,40,5|5|4|2|3|5,one white soldier
0.003849,1.000000,0.003849,56,2|1|1|1|1|5,one white soldier
0.003849,1.090909,0.003528,46,4|4|5|2|1|6,bullish engulfing
0.003847,1.058824,0.003633,140,5|2|2|1|1|2,bullish harami
0.003846,1.145161,0.003359,133,6|5|4|2|3|3,bullish harami
0.003846,1.210526,0.003177,84,2|4|4|3|3|7,bullish engulfing
0.003840,1.818182,0.002112,31,9|6|5|1|1|2,bullish harami
0.003839,1.000000,0.003839,58,10|4|4|3|2|5,bullish engulfing
0.003838,1.346154,0.002851,61,4|6|6|3|4|5,bullish harami
0.003836,1.190476,0.003222,92,4|4|4|3|2|6,bullish engulfing
0.003830,1.208333,0.003170,53,1|5|5|3|4|5,bullish harami
0.003830,1.159091,0.003304,95,4|3|3|0|1|2,bullish harami
0.003829,1.285714,0.002978,32,0|4|6|6|5|8,bullish engulfing
0.003829,1.419355,0.002698,75,7|5|4|2|2|2,bullish harami
0.003829,1.318182,0.002905,51,4|3|3|2|3|4,one white soldier
0.003828,1.322581,0.002894,72,1|2|4|2|3|5,one white soldier
0.003821,1.166667,0.003275,39,7|3|3|1|2|9,one white soldier
0.003819,1.456140,0.002623,140,0|6|6|5|4|7,bullish engulfing
0.003817,1.066667,0.003578,31,4|3|3|1|2|5,one white soldier
0.003814,1.107143,0.003445,59,2|3|4|4|3|6,bullish engulfing
0.003814,1.200000,0.003178,44,10|5|4|1|1|3,bullish harami
0.003809,1.095238,0.003478,44,9|5|4|2|3|6,one white soldier
0.003808,1.266667,0.003006,34,0|7|8|6|7|10,one white soldier
0.003806,1.466667,0.002595,37,3|7|7|2|3|4,bullish harami
0.003805,1.538462,0.002473,33,4|4|5|2|2|4,bullish harami
0.003801,1.269231,0.002994,59,0|4|5|1|2|6,one white soldier
0.003797,1.097345,0.003460,237,6|3|3|2|1|3,bullish engulfing
0.003796,1.285714,0.002953,32,0|3|3|3|2|10,bullish engulfing
0.003796,1.090909,0.003479,115,3|3|3|2|3|5,one white soldier
0.003795,1.045455,0.003630,45,10|8|7|2|3|5,bullish harami
0.003794,1.000000,0.003794,30,5|2|1|0|1|6,one white soldier
0.003794,1.571429,0.002414,54,3|4|3|2|3|5,one white soldier
0.003794,1.730769,0.002192,71,4|4|4|1|1|5,one white soldier
0.003794,1.086957,0.003490,48,9|4|4|2|3|8,one white soldier
0.003793,1.083333,0.003501,50,1|6|6|2|3|4,bullish harami
0.003791,1.266667,0.002993,34,2|4|4|3|1|5,bullish engulfing
0.003791,1.057143,0.003586,72,7|4|3|0|0|3,bullish harami
0.003790,1.470588,0.002577,42,6|5|6|3|4|5,bullish harami
0.003789,1.019608,0.003716,103,2|2|2|1|0|6,bullish engulfing
0.003789,1.333333,0.002842,35,3|5|4|2|1|7,bullish engulfing
0.003784,1.120000,0.003379,53,1|5|5|4|5|7,one white soldier
0.003783,1.500000,0.002522,50,5|3|2|1|0|7,bullish engulfing
0.003781,1.172414,0.003225,63,4|5|4|3|2|6,bullish engulfing
0.003779,1.142857,0.003307,30,7|5|4|0|0|5,one white soldier
0.003776,1.125000,0.003357,34,9|9|9|3|4|5,bullish harami
0.003774,1.583333,0.002383,62,1|3|3|2|3|5,one white soldier
0.003773,1.130435,0.003337,49,0|6|6|5|5|5,bullish harami
0.003772,1.270833,0.002968,109,6|4|4|1|1|5,one white soldier
0.003772,1.294118,0.002915,39,4|4|3|1|2|3,bullish harami
0.003771,1.307692,0.002884,30,7|4|3|1|2|3,one white soldier
0.003771,1.235294,0.003053,38,2|5|6|4|4|5,bullish harami
0.003770,1.205882,0.003126,75,7|4|3|0|1|2,bullish harami
0.003769,1.062500,0.003548,33,1|2|4|2|3|4,one white soldier
0.003769,1.150000,0.003277,43,9|3|3|0|1|3,bullish harami
0.003765,1.176471,0.003200,37,0|6|6|6|6|7,one white soldier
0.003762,1.043478,0.003606,47,1|5|5|1|2|3,bullish harami
0.003760,1.142857,0.003290,30,5|4|5|4|4|6,bullish engulfing
0.003760,1.058824,0.003551,35,6|5|4|2|1|5,bullish engulfing
0.003760,1.305556,0.002880,83,0|5|4|3|4|5,one white soldier
0.003759,1.133333,0.003317,64,7|3|2|2|1|4,bullish engulfing
0.003759,1.235294,0.003043,38,7|6|6|0|1|3,bullish harami
0.003757,1.190476,0.003156,92,1|1|1|0|1|4,one white soldier
0.003754,1.285714,0.002919,32,3|3|4|3|3|4,bullish engulfing
0.003752,1.307692,0.002869,60,6|4|3|2|2|4,bullish engulfing
0.003748,1.411765,0.002655,41,7|5|6|1|2|4,bullish harami
0.003747,1.018519,0.003679,109,5|4|4|2|2|5,bullish engulfing
0.003745,1.038462,0.003607,106,6|3|4|2|3|5,one white soldier
0.003739,1.125000,0.003323,34,5|1|1|1|1|2,one white soldier
0.003736,1.055556,0.003539,37,4|4|3|0|0|1,bullish harami
0.003735,1.230769,0.003035,58,5|2|2|0|0|5,one white soldier
0.003735,1.500000,0.002490,35,8|6|6|1|1|5,bullish harami
0.003735,1.193548,0.003129,68,3|5|5|4|3|6,bullish engulfing
0.003734,1.125000,0.003319,68,2|3|4|3|2|7,bullish engulfing
0.003734,1.275862,0.002927,66,7|7|7|2|2|3,bullish harami
0.003730,1.187500,0.003141,35,7|4|4|0|0|4,bullish engulfing
0.003724,1.409091,0.002643,53,1|5|6|4|4|5,bullish harami
0.003723,1.170732,0.003180,89,2|4|4|4|3|5,bullish engulfing
0.003723,1.121212,0.003320,70,7|2|2|0|0|0,bullish harami
0.003721,1.117647,0.003329,36,4|4|3|0|0|3,bullish harami
0.003720,1.076923,0.003454,54,1|5|5|5|4|7,bullish engulfing
0.003720,1.193548,0.003116,136,7|3|2|0|0|1,bullish harami
0.003718,1.057143,0.003517,72,0|2|3|0|1|6,one white soldier
0.003716,1.315789,0.002824,44,6|3|2|1|1|4,one white soldier
0.003715,1.260870,0.002947,104,5|5|6|0|1|3,bullish harami
0.003712,1.066667,0.003480,31,5|4|5|2|2|2,bullish harami
0.003710,1.388889,0.002671,43,3|3|3|1|2|4,one white soldier
0.003708,1.466667,0.002528,37,3|1|1|0|0|6,bullish engulfing
0.003708,1.769231,0.002096,36,10|5|4|2|3|3,bullish harami
0.003708,1.200000,0.003090,33,6|6|6|5|5|6,bullish engulfing
0.003707,1.357143,0.002731,132,7|5|5|0|0|3,bullish harami
0.003706,1.111111,0.003335,38,0|5|5|1|1|2,bullish harami
0.003705,1.272727,0.002911,50,6|4|4|2|2|2,bullish harami
0.003704,1.214286,0.003050,62,2|3|3|3|2|7,bullish engulfing
0.003701,1.000000,0.003701,32,5|4|3|2|0|4,bullish engulfing
0.003700,1.000000,0.003700,30,6|4|3|2|2|3,one white soldier
0.003700,1.000000,0.003700,68,7|6|4|1|2|3,bullish harami
0.003698,1.000000,0.003698,40,5|3|3|1|1|8,bullish engulfing
0.003698,2.000000,0.001849,33,4|7|7|2|2|3,bullish harami
0.003697,1.000000,0.003697,46,0|2|2|0|2|6,one white soldier
0.003694,1.133333,0.003259,32,0|7|7|3|3|5,bullish harami
0.003692,1.117647,0.003304,36,3|6|6|1|2|2,bullish harami
0.003691,1.000000,0.003691,34,2|5|4|3|4|6,one white soldier
