MP,G|R,AverageProfit,Occurences,Pattern,Type
0.003688,1.000000,0.003688,90,2|4|4|1|1|2,bullish harami
0.003687,1.214286,0.003036,31,3|6|5|0|1|2,bullish harami
0.003685,1.315789,0.002801,44,0|7|7|4|5|8,one white soldier
0.003684,1.035714,0.003557,57,6|7|7|1|2|2,bullish harami
0.003684,1.000000,0.003684,38,1|2|3|2|2|4,one white soldier
0.003683,1.583333,0.002326,31,6|8|7|2|3|4,bullish harami
0.003682,1.256410,0.002931,88,4|4|4|2|1|7,bullish engulfing
0.003679,1.285714,0.002862,64,8|3|2|1|1|3,bullish engulfing
0.003677,1.000000,0.003677,30,3|4|3|1|0|3,bullish engulfing
0.003677,1.000000,0.003677,96,5|3|2|1|0|4,bullish engulfing
0.003674,1.133333,0.003241,64,4|4|4|1|1|1,bullish harami
0.003672,1.285714,0.002856,64,7|3|2|0|0|2,bullish harami
0.003670,1.055556,0.003477,37,1|5|5|3|4|4,bullish harami
0.003670,1.050000,0.003495,41,1|4|4|3|3|9,bullish engulfing
0.003663,1.121212,0.003267,70,0|1|2|1|2|7,one white soldier
0.003661,1.222222,0.002995,40,9|7|7|3|3|4,bullish harami
0.003659,1.106383,0.003307,99,1|4|4|3|3|7,one white soldier
0.003656,1.000000,0.003656,30,2|5|5|4|3|7,bullish engulfing
0.003656,1.062500,0.003441,33,10|6|5|0|2|4,bullish harami
0.003651,1.301887,0.002804,122,2|3|4|3|2|6,bullish engulfing
0.003650,1.205128,0.003029,86,7|3|2|0|0|3,bullish engulfing
0.003647,1.333333,0.002735,35,6|5|4|2|2|5,one white soldier
0.003646,1.111111,0.003281,38,3|3|6|2|3|4,bullish harami
0.003640,1.312500,0.002774,37,6|5|6|1|2|2,bullish harami
0.003639,1.022222,0.003560,91,8|3|2|0|1|3,one white soldier
0.003637,1.117647,0.003254,36,10|3|3|1|0|4,bullish engulfing
0.003636,1.375000,0.002644,95,5|5|4|0|0|3,bullish harami
0.003636,1.216216,0.002989,82,9|7|7|1|1|2,bullish harami
0.003635,1.086957,0.003345,48,1|2|2|1|2|3,one white soldier
0.003634,1.086957,0.003344,48,7|5|5|1|2|6,one white soldier
0.003633,1.027027,0.003537,75,5|6|4|0|1|2,bullish harami
0.003630,1.117647,0.003247,108,0|4|4|2|3|5,one white soldier
0.003629,1.043478,0.003478,47,7|3|3|2|2|7,one white soldier
0.003628,1.171875,0.003096,139,5|4|3|2|1|4,bullish engulfing
0.003627,1.000000,0.003627,32,5|4|4|3|4|7,one white soldier
0.003627,1.315789,0.002756,88,5|5|5|2|2|4,bullish harami
0.003627,1.194444,0.003036,79,0|3|4|3|3|5,one white soldier
0.003623,1.040000,0.003483,51,7|7|7|1|2|4,bullish harami
0.003623,1.115385,0.003248,55,6|6|5|2|2|4,bullish harami
0.003618,1.000000,0.003618,36,4|5|6|2|2|4,bullish harami
0.003616,1.056338,0.003423,146,5|3|3|1|1|4,one white soldier
0.003616,1.193548,0.003030,68,6|5|4|3|3|4,bullish harami
0.003616,1.236842,0.002923,85,4|4|3|0|1|1,bullish harami
0.003614,1.125000,0.003212,51,2|2|3|0|1|4,one white soldier
0.003613,1.107143,0.003263,59,0|7|7|6|5|10,bullish engulfing
0.003611,1.388889,0.002600,43,9|3|3|1|2|3,one white soldier
0.003611,1.000000,0.003611,48,5|4|4|2|0|6,bullish engulfing
0.003610,1.500000,0.002407,45,4|3|4|2|3|4,bullish harami
0.003610,1.117647,0.003230,108,9|4|4|1|1|3,bullish harami
0.003609,1.291667,0.002794,55,8|7|6|2|3|5,bullish harami
0.003608,1.062500,0.003396,66,6|3|2|1|1|5,one white soldier
0.003603,1.058442,0.003404,317,6|2|2|1|1|3,bullish engulfing
0.003602,1.000000,0.003602,76,5|3|2|1|0|5,bullish engulfing
0.003600,1.214286,0.002965,124,4|4|4|0|0|1,bullish harami
0.003597,1.294118,0.002779,39,3|4|4|0|2|3,bullish harami
0.003595,1.300000,0.002766,46,1|1|2|1|0|6,bullish engulfing
0.003595,1.107143,0.003247,59,8|6|5|0|0|1,bullish harami
0.003594,1.400000,0.002567,36,4|5|5|2|4|6,one white soldier
0.003592,1.187500,0.003025,35,7|7|7|3|4|5,bullish harami
0.003592,1.000000,0.003592,42,5|3|3|1|1|5,bullish engulfing
0.003592,1.684211,0.002133,51,4|4|5|1|2|2,bullish harami
0.003592,1.062500,0.003380,33,4|4|4|0|3|5,one white soldier
0.003587,1.022222,0.003509,91,3|3|2|0|1|7,one white soldier
0.003585,1.062500,0.003374,33,5|3|4|3|4|5,one white soldier
0.003580,1.321429,0.002709,65,3|6|6|1|2|4,bullish harami
0.003579,1.111111,0.003221,38,9|4|3|0|2|4,one white soldier
0.003578,1.461538,0.002448,32,1|2|3|3|3|5,one white soldier
0.003578,1.166667,0.003067,39,2|5|6|5|5|7,bullish engulfing
0.003577,1.140351,0.003137,122,7|5|5|2|2|3,bullish harami
0.003575,1.315789,0.002717,44,2|4|3|1|1|2,bullish harami
0.003574,1.285714,0.002779,32,9|5|4|0|1|6,one white soldier
0.003572,1.130435,0.003160,49,4|2|2|0|0|2,bullish harami
0.003570,1.160000,0.003078,54,7|5|3|0|1|4,one white soldier
0.003569,1.076923,0.003314,54,3|3|3|2|1|7,bullish engulfing
0.003569,1.085714,0.003287,73,4|5|4|2|3|5,one white soldier
0.003569,1.000000,0.003569,62,0|5|7|5|6|9,one white soldier
0.003566,1.115385,0.003197,55,4|4|4|0|0|3,bullish harami
0.003566,1.166667,0.003057,117,4|4|4|2|1|5,bullish engulfing
0.003566,1.136364,0.003138,47,9|3|4|2|2|3,bullish harami
0.003563,1.105263,0.003223,40,4|3|3|0|0|1,bullish harami
0.003560,1.000000,0.003560,46,0|3|2|1|2|3,one white soldier
0.003560,1.347826,0.002641,54,5|4|2|1|0|4,bullish engulfing
0.003560,1.062500,0.003350,33,3|2|4|3|3|6,one white soldier
0.003559,1.078125,0.003302,133,5|3|3|2|2|6,one white soldier
0.003559,1.040000,0.003422,51,0|6|7|5|6|9,one white soldier
0.003557,1.259259,0.002824,61,9|7|5|1|2|3,bullish harami
0.003555,1.000000,0.003555,38,6|6|6|0|1|4,bullish harami
0.003554,1.000000,0.003554,50,5|2|2|0|0|0,bullish harami
0.003554,1.161290,0.003060,67,8|6|6|2|2|5,bullish harami
0.003553,1.250000,0.002842,36,3|3|4|3|1|5,bullish engulfing
0.003551,1.142857,0.003107,45,6|4|4|3|4|4,one white soldier
0.003551,1.631579,0.002176,50,6|4|3|2|2|6,one white soldier
0.003551,1.157895,0.003067,41,9|5|4|3|2|6,bullish engulfing
0.003550,1.307692,0.002715,30,5|7|7|1|2|3,bullish harami
0.003547,1.073171,0.003305,85,1|2|2|1|1|6,one white soldier
0.003547,1.333333,0.002660,35,2|4|4|2|1|7,bullish engulfing
0.003547,1.102564,0.003217,82,7|4|3|1|1|1,bullish harami
0.003547,1.300000,0.002728,46,6|5|5|3|4|7,one white soldier
0.003546,1.312500,0.002702,37,0|7|7|5|5|8,bullish engulfing
0.003545,1.250000,0.002836,36,6|2|2|0|0|3,one white soldier
0.003544,1.129032,0.003139,66,6|2|1|0|1|1,bullish harami
0.003543,1.045455,0.003389,45,8|3|3|2|1|4,bullish engulfing
0.003540,1.250000,0.002832,36,9|3|2|1|2|4,one white soldier
0.003540,1.190476,0.002973,92,4|5|5|2|3|4,bullish harami
0.003539,1.285714,0.002753,32,3|4|4|1|1|4,bullish engulfing
0.003537,1.125000,0.003144,34,4|2|2|1|2|10,one white soldier
0.003536,1.173913,0.003012,150,0|4|4|3|4|6,one white soldier
0.003531,1.333333,0.002648,42,6|3|2|2|2|5,one white soldier
0.003529,1.312500,0.002688,37,2|4|3|1|0|5,bullish engulfing
0.003525,1.100000,0.003204,42,5|1|2|0|1|6,one white soldier
0.003520,1.081081,0.003256,77,7|3|3|1|1|5,one white soldier
0.003517,1.307692,0.002689,30,2|6|6|3|4|8,one white soldier
0.003516,1.068966,0.003290,60,6|4|3|0|0|5,one white soldier
0.003515,1.333333,0.002636,84,6|4|4|0|2|5,one white soldier
0.003514,1.062500,0.003308,33,4|4|4|3|0|6,bullish engulfing
0.003514,1.066667,0.003294,31,0|3|2|2|2|7,one white soldier
0.003511,1.101695,0.003187,124,0|2|3|2|2|5,bullish engulfing
0.003511,1.192308,0.002945,57,7|5|4|2|0|5,bullish engulfing
0.003511,1.125000,0.003121,51,6|4|4|2|2|4,one white soldier
0.003510,1.262295,0.002780,138,7|2|2|1|1|2,bullish harami
0.003508,1.100000,0.003189,84,7|4|5|0|0|1,bullish harami
0.003507,1.080000,0.003248,52,1|5|6|5|4|7,bullish engulfing
0.003507,1.000000,0.003507,40,8|5|4|4|3|5,bullish engulfing
0.003505,1.083333,0.003236,50,5|4|3|1|2|3,bullish harami
0.003505,1.235294,0.002837,38,7|7|8|1|2|3,bullish harami
0.003505,1.086957,0.003225,48,4|3|4|1|2|5,one white soldier
0.003504,1.611111,0.002175,47,7|3|3|2|0|3,bullish engulfing
0.003503,1.125000,0.003114,34,1|4|3|0|1|5,one white soldier
0.003501,1.142857,0.003063,90,6|4|4|1|1|4,bullish engulfing
0.003499,1.192982,0.002933,125,2|4|4|3|2|5,bullish engulfing
0.003495,1.211538,0.002885,115,3|3|2|1|1|6,one white soldier
0.003495,1.120000,0.003121,53,2|2|2|2|1|5,bullish engulfing
0.003494,1.000000,0.003494,82,3|4|4|0|1|5,one white soldier
0.003492,1.085106,0.003218,98,3|3|4|2|3|5,one white soldier
0.003491,1.137931,0.003067,62,0|3|6|4|5|7,one white soldier
0.003486,1.111111,0.003138,38,9|5|5|3|4|6,one white soldier
0.003484,1.727273,0.002017,30,3|2|1|0|0|4,one white soldier
0.003482,1.111111,0.003134,38,1|2|3|0|1|2,bullish harami
0.003481,1.041667,0.003342,49,4|4|5|1|2|6,one white soldier
0.003480,1.250000,0.002784,36,3|3|3|2|2|2,bullish harami
0.003478,1.277778,0.002722,123,8|5|5|0|1|1,bullish harami
0.003477,1.142857,0.003043,45,10|6|6|3|4|4,bullish harami
0.003477,1.153846,0.003013,56,5|5|6|1|2|5,bullish harami
0.003476,1.187500,0.002927,35,9|5|5|2|3|8,one white soldier
0.003476,1.263158,0.002752,43,10|5|4|0|1|5,one white soldier
0.003476,1.058824,0.003283,35,0|2|3|1|2|3,one white soldier
0.003475,1.230769,0.002823,58,9|7|7|0|1|3,bullish harami
0.003473,1.317073,0.002637,95,6|2|3|1|1|4,one white soldier
0.003473,1.081967,0.003210,127,6|6|6|1|2|4,bullish harami
0.003471,1.250000,0.002776,72,4|1|1|0|1|6,one white soldier
0.003470,1.151515,0.003014,71,4|2|3|0|1|5,one white soldier
0.003470,1.142857,0.003037,30,1|4|4|3|3|4,bullish harami
0.003469,1.217391,0.002849,51,2|2|1|1|1|6,one white soldier
0.003467,1.058824,0.003274,35,9|4|5|3|4|4,bullish harami
0.003464,1.285714,0.002694,32,7|5|5|2|1|7,bullish engulfing
0.003463,1.080000,0.003206,52,6|3|3|3|2|4,bullish engulfing
0.003462,1.142857,0.003029,75,6|4|4|2|0|5,bullish engulfing
0.003459,1.137931,0.003039,124,2|4|4|3|4|6,one white soldier
0.003456,1.000000,0.003456,32,3|4|5|4|4|6,bullish engulfing
0.003453,1.000000,0.003453,46,0|4|6|3|4|4,bullish harami
0.003452,1.235294,0.002795,38,3|5|3|2|1|5,bullish engulfing
0.003448,1.235294,0.002791,38,2|3|4|3|3|4,one white soldier
0.003448,1.166667,0.002955,52,6|5|4|2|2|4,one white soldier
0.003445,1.727273,0.001994,30,1|2|2|1|0|6,bullish engulfing
0.003444,1.089286,0.003161,117,4|2|2|1|1|5,one white soldier
0.003443,1.193548,0.002885,68,0|7|7|6|5|8,bullish engulfing
0.003442,1.206897,0.002852,64,9|5|4|0|1|5,one white soldier
0.003442,1.058824,0.003251,35,8|3|3|0|1|2,bullish harami
0.003442,1.000000,0.003442,58,7|3|2|0|0|4,one white soldier
0.003439,1.210526,0.002841,42,8|7|6|0|1|3,bullish harami
0.003438,1.583333,0.002171,31,3|3|4|3|3|9,one white soldier
0.003437,1.136364,0.003025,47,7|8|7|2|2|3,bullish harami
0.003436,1.000000,0.003436,32,4|3|3|0|2|8,one white soldier
0.003433,1.021739,0.003360,93,0|2|2|1|2|4,one white soldier
0.003431,1.077778,0.003184,187,2|3|3|1|2|5,one white soldier
0.003430,1.150000,0.002983,129,6|4|4|1|2|6,one white soldier
0.003430,1.214286,0.002825,31,8|3|3|2|0|5,bullish engulfing
0.003430,1.000000,0.003430,38,8|4|4|1|3|4,bullish harami
0.003429,1.027397,0.003338,148,5|2|2|1|0|3,bullish engulfing
0.003429,1.043478,0.003286,47,6|5|6|0|2|3,bullish harami
0.003429,1.000000,0.003429,46,9|6|4|0|2|3,bullish harami
0.003428,1.210526,0.002832,42,7|5|3|1|1|4,one white soldier
0.003419,1.030303,0.003318,67,5|4|5|1|2|2,bullish harami
0.003418,1.470588,0.002324,42,10|3|4|1|2|3,bullish harami
0.003418,1.000000,0.003418,30,5|5|5|3|3|5,one white soldier
0.003417,1.192308,0.002866,57,6|6|7|2|3|4,bullish harami
0.003415,1.615385,0.002114,34,3|2|2|2|2|7,one white soldier
0.003414,1.028571,0.003320,71,4|3|2|1|1|3,bullish engulfing
0.003412,1.066667,0.003199,31,6|5|4|3|3|7,bullish engulfing
0.003412,1.285714,0.002654,48,6|3|4|0|0|1,bullish harami
0.003412,1.269231,0.002688,59,6|4|4|2|2|6,one white soldier
0.003409,1.909091,0.001786,32,8|4|4|0|0|1,bullish harami
0.003409,1.583333,0.002153,31,4|5|4|1|3|5,one white soldier
0.003409,1.133333,0.003008,32,7|6|5|3|4|6,one white soldier
0.003404,1.125000,0.003026,34,3|4|4|3|4|7,one white soldier
0.003403,1.000000,0.003403,54,4|4|3|2|2|4,bullish engulfing
0.003402,1.400000,0.002430,36,8|7|6|3|3|5,bullish harami
0.003402,1.260870,0.002698,52,8|5|5|2|3|5,bullish harami
0.003400,1.395349,0.002437,103,2|4|4|2|2|3,bullish harami
0.003400,1.196078,0.002842,112,6|3|2|0|1|5,one white soldier
0.003399,1.000000,0.003399,36,5|2|3|2|3|6,one white soldier
0.003399,1.250000,0.002719,45,10|3|3|1|1|4,one white soldier
0.003398,1.125000,0.003020,51,5|4|2|1|1|3,one white soldier
0.003393,1.000000,0.003393,32,8|7|7|3|4|5,bullish harami
0.003390,1.000000,0.003390,154,3|3|3|0|1|7,one white soldier
0.003390,1.000000,0.003390,42,5|5|5|0|0|0,bullish harami
0.003386,1.193548,0.002837,68,4|6|5|2|3|4,bullish harami
0.003385,1.058824,0.003197,35,0|6|6|1|1|2,bullish harami
0.003385,1.080000,0.003134,52,5|3|4|2|3|8,one white soldier
0.003383,1.142857,0.002961,30,0|6|7|4|5|8,one white soldier
0.003383,1.000000,0.003383,48,6|6|6|5|4|7,bullish engulfing
0.003379,1.117647,0.003023,36,6|2|3|0|1|4,one white soldier
0.003377,1.000000,0.003377,34,2|3|3|1|3|5,one white soldier
0.003377,1.080000,0.003127,52,0|4|5|4|4|6,bullish engulfing
0.003377,1.243243,0.002716,83,1|5|5|4|5|7,one white soldier
0.003376,1.255814,0.002688,97,9|7|7|0|1|3,bullish harami
0.003374,1.111111,0.003037,38,8|6|4|2|3|4,bullish harami
0.003374,1.142857,0.002952,30,3|3|3|1|1|4,bullish engulfing
0.003372,1.142857,0.002950,30,8|6|5|3|3|3,bullish harami
0.003369,1.035714,0.003253,57,2|3|3|1|2|3,bullish harami
0.003369,1.080000,0.003119,52,2|4|5|4|4|6,one white soldier
0.003367,1.058824,0.003180,35,0|4|5|3|2|7,bullish engulfing
0.003366,1.147059,0.002934,73,0|7|7|6|6|8,bullish engulfing
0.003365,1.307692,0.002573,30,2|2|2|1|1|3,bullish engulfing
0.003363,1.190476,0.002825,46,4|4|5|0|2|3,bullish harami
0.003362,1.062500,0.003164,33,6|6|6|0|1|5,bullish harami
0.003362,1.409091,0.002386,53,5|5|5|3|2|8,bullish engulfing
0.003361,1.058824,0.003174,70,8|5|5|0|1|6,one white soldier
0.003360,1.083333,0.003101,50,9|6|6|3|3|5,bullish harami
0.003356,1.400000,0.002397,36,9|7|7|1|3|4,bullish harami
0.003355,1.217391,0.002756,51,8|5|4|0|1|2,bullish harami
0.003354,1.250000,0.002684,81,1|1|2|2|1|6,bullish engulfing
0.003352,1.060606,0.003161,136,0|5|5|4|4|5,bullish engulfing
0.003351,1.105263,0.003032,40,9|4|4|1|2|7,one white soldier
0.003349,1.083333,0.003092,50,7|4|4|0|2|3,bullish harami
0.003348,1.375000,0.002435,57,0|6|6|5|5|8,one white soldier
0.003347,1.068966,0.003131,60,4|4|4|3|3|4,one white soldier
0.003347,1.009524,0.003316,211,6|3|3|2|2|3,one white soldier
0.003341,1.125000,0.002970,34,0|6|7|3|4|4,bullish harami
0.003339,1.583333,0.002109,31,3|3|2|2|2|6,bullish engulfing
0.003338,1.041667,0.003204,49,1|2|2|1|2|9,one white soldier
0.003336,1.144578,0.002915,178,6|6|6|1|1|2,bullish harami
0.003335,1.121951,0.002972,87,2|3|3|2|2|6,one white soldier
0.003331,1.125000,0.002961,68,8|3|3|0|2|4,one white soldier
0.003330,1.086957,0.003063,96,9|4|3|1|2|4,one white soldier
0.003326,1.121951,0.002964,87,5|2|2|1|1|2,bullish engulfing
0.003324,1.142857,0.002909,120,6|2|1|0|0|2,one white soldier
0.003323,1.130435,0.002940,49,2|6|5|2|3|4,bullish harami
0.003322,1.187500,0.002797,35,6|3|2|1|2|6,one white soldier
0.003321,1.034483,0.003210,59,8|5|5|2|2|6,one white soldier
0.003319,1.333333,0.002489,35,2|5|5|3|4|8,one white soldier
0.003317,1.142857,0.002903,45,6|5|5|3|3|5,one white soldier
0.003316,1.000000,0.003316,34,1|3|3|1|1|2,bullish harami
0.003312,1.090909,0.003036,46,0|3|5|4|4|5,bullish engulfing
0.003308,1.185185,0.002791,118,6|4|4|3|3|5,one white soldier
0.003308,1.000000,0.003308,46,7|1|1|1|1|2,bullish engulfing
0.003305,1.166667,0.002833,39,3|2|3|0|1|6,one white soldier
0.003305,1.388889,0.002379,43,6|3|3|1|1|3,bullish engulfing
0.003300,1.074074,0.003073,56,3|4|4|2|3|6,one white soldier
0.003296,1.307692,0.002521,30,0|6|7|4|5|7,one white soldier
0.003294,1.360000,0.002422,59,7|4|4|1|3|6,one white soldier
0.003293,1.666667,0.001976,32,1|6|6|4|3|7,bullish engulfing
0.003291,1.190476,0.002765,92,4|4|4|1|2|6,one white soldier
0.003290,1.222222,0.002692,40,4|4|5|0|1|3,bullish harami
0.003290,1.173913,0.002802,100,2|3|3|3|2|4,bullish engulfing
0.003289,1.130435,0.002910,49,2|4|4|0|1|2,bullish harami
0.003289,1.166667,0.002819,39,0|2|4|2|3|3,bullish harami
0.003289,1.133333,0.002902,32,5|4|4|1|1|8,one white soldier
0.003289,1.200000,0.002740,44,0|6|7|4|5|10,one white soldier
0.003288,1.270270,0.002589,84,4|4|4|1|2|4,one white soldier
0.003288,1.142857,0.002877,120,6|6|6|2|3|4,bullish harami
0.003287,1.142857,0.002876,150,8|6|6|1|2|4,bullish harami
0.003287,1.067568,0.003079,153,3|2|2|0|1|5,one white soldier
0.003285,1.022222,0.003214,91,0|5|6|4|5|7,one white soldier
0.003281,1.208333,0.002715,53,8|6|3|0|1|2,bullish harami
0.003281,1.076923,0.003046,54,10|6|6|1|1|4,bullish harami
0.003280,1.263158,0.002597,43,8|6|4|0|2|3,bullish harami
0.003280,1.269231,0.002584,59,4|4|4|1|2|4,one white soldier
0.003278,1.258065,0.002606,140,8|5|5|1|2|2,bullish harami
0.003269,1.000000,0.003269,40,5|6|6|1|2|2,bullish harami
0.003268,1.172414,0.002787,63,3|5|5|2|3|7,one white soldier
0.003265,1.210526,0.002697,42,2|4|5|4|5|8,one white soldier
0.003264,1.019231,0.003203,105,6|4|4|0|1|4,one white soldier
0.003264,1.263158,0.002584,43,2|2|2|1|1|7,bullish engulfing
0.003264,1.285714,0.002539,48,2|3|3|0|2|4,one white soldier
0.003263,1.066667,0.003059,31,6|4|2|1|2|3,one white soldier
0.003262,1.000000,0.003262,124,0|6|6|4|5|8,one white soldier
0.003262,1.000000,0.003262,48,4|6|4|1|1|2,bullish harami
0.003260,1.588235,0.002053,44,1|3|4|0|1|6,one white soldier
0.003260,1.062500,0.003068,33,9|5|3|1|0|4,bullish engulfing
0.003259,1.214286,0.002684,31,0|7|7|5|5|9,bullish engulfing
0.003259,1.250000,0.002607,36,7|7|6|3|3|4,bullish harami
0.003257,1.263158,0.002579,43,6|4|3|2|3|6,one white soldier
0.003251,1.259259,0.002582,61,0|6|7|6|5|9,bullish engulfing
0.003251,1.200000,0.002709,110,6|5|4|0|1|3,bullish harami
0.003250,1.181818,0.002750,72,8|4|4|3|2|4,bullish engulfing
0.003249,1.346154,0.002413,61,6|4|3|2|2|4,one white soldier
0.003247,1.222222,0.002657,40,4|5|5|4|4|7,bullish engulfing
0.003246,1.100000,0.002951,42,7|3|3|1|3|4,one white soldier
0.003245,1.096774,0.002959,65,0|3|5|3|4|4,bullish harami
0.003245,1.041096,0.003117,149,1|4|4|2|3|5,one white soldier
0.003243,1.000000,0.003243,68,3|1|1|0|1|5,one white soldier
0.003242,1.203390,0.002694,130,7|6|6|1|2|4,bullish harami
0.003240,1.285714,0.002520,32,1|7|7|6|5|9,bullish engulfing
0.003237,1.172414,0.002761,63,9|6|6|1|2|3,bullish harami
0.003233,1.068966,0.003025,60,9|6|6|1|3|4,bullish harami
0.003232,1.222222,0.002644,100,8|4|4|2|3|4,bullish harami
0.003231,1.000000,0.003231,30,0|7|6|4|5|7,one white soldier
0.003230,1.500000,0.002153,40,5|4|5|3|2|6,bullish engulfing
0.003224,1.210526,0.002664,42,3|5|5|1|2|2,bullish harami
0.003223,1.125000,0.002865,68,6|5|5|0|1|4,bullish harami
0.003220,1.307692,0.002462,30,0|4|3|3|3|7,one white soldier
0.003219,1.156863,0.002783,110,2|3|3|2|2|4,one white soldier
0.003218,1.016129,0.003167,125,7|2|3|1|1|2,bullish harami
0.003218,1.288136,0.002498,135,7|3|3|1|1|3,one white soldier
0.003218,1.000000,0.003218,34,4|2|2|0|2|5,one white soldier
0.003213,1.000000,0.003213,38,0|4|5|2|3|7,one white soldier
0.003210,1.227273,0.002616,98,4|5|5|0|0|1,bullish harami
0.003210,1.025641,0.003129,79,1|5|5|4|5|6,one white soldier
0.003205,1.029412,0.003114,69,7|4|4|1|2|5,one white soldier
0.003205,1.238095,0.002589,47,4|4|5|2|4|7,one white soldier
0.003205,1.222222,0.002622,40,3|4|5|0|1|2,bullish harami
0.003204,1.040000,0.003081,51,1|3|3|0|2|5,one white soldier
0.003204,1.400000,0.002289,48,6|5|3|1|1|2,bullish harami
0.003203,1.135593,0.002820,126,5|4|4|2|3|7,one white soldier
0.003201,1.000000,0.003201,66,1|2|2|1|0|3,bullish engulfing
0.003198,1.352941,0.002364,40,2|1|1|1|1|4,one white soldier
0.003198,1.000000,0.003198,46,0|8|8|5|6|7,bullish harami
0.003197,1.000000,0.003197,34,1|2|1|0|0|7,bullish engulfing
0.003197,1.461538,0.002188,32,1|7|7|6|5|8,bullish engulfing
0.003196,1.304348,0.002450,53,1|1|3|2|3|6,one white soldier
0.003195,1.437500,0.002223,39,7|7|6|1|2|5,bullish harami
0.003195,1.000000,0.003195,90,7|4|5|1|1|3,bullish harami
0.003195,1.357143,0.002354,33,0|5|6|3|3|7,one white soldier
0.003194,1.333333,0.002396,42,2|4|4|1|3|5,one white soldier
0.003194,1.000000,0.003194,42,8|5|3|2|1|5,bullish engulfing
0.003193,1.263158,0.002528,43,8|5|4|1|2|7,one white soldier
0.003192,1.100000,0.002902,84,8|4|4|1|2|3,bullish harami
0.003186,1.142857,0.002788,90,3|4|4|3|2|7,bullish engulfing
0.003182,1.000000,0.003182,32,1|1|1|0|0|7,bullish engulfing
0.003181,1.063830,0.002990,97,4|4|3|1|0|4,bullish engulfing
0.003181,1.142857,0.002783,30,6|4|3|3|3|5,one white soldier
0.003181,1.461538,0.002176,32,1|5|4|3|4|7,one white soldier
0.003180,1.172414,0.002712,126,1|3|3|2|2|5,one white soldier
0.003178,1.294118,0.002456,39,8|6|7|1|2|2,bullish harami
0.003178,1.000000,0.003178,48,2|5|5|4|3|9,bullish engulfing
0.003175,1.315789,0.002413,44,0|2|4|2|1|6,bullish engulfing
0.003174,1.250000,0.002539,36,10|5|4|2|3|7,one white soldier
0.003169,1.423077,0.002227,63,4|5|5|0|1|2,bullish harami
0.003168,1.333333,0.002376,35,0|5|4|2|3|9,one white soldier
0.003166,1.090909,0.002903,46,5|4|2|1|2|4,one white soldier
0.003166,1.172414,0.002700,189,5|5|5|1|2|4,bullish harami
0.003165,1.000000,0.003165,52,7|3|4|1|2|4,one white soldier
0.003164,1.111111,0.002848,76,6|6|4|0|1|1,bullish harami
0.003161,1.000000,0.003161,50,5|6|7|0|1|2,bullish harami
0.003161,1.200000,0.002634,44,5|5|5|3|2|7,bullish engulfing
0.003161,1.157895,0.002730,41,5|5|4|3|2|6,bullish engulfing
0.003159,1.217391,0.002595,51,1|2|3|2|0|6,bullish engulfing
0.003158,1.315789,0.002400,44,4|3|4|1|3|5,one white soldier
0.003155,1.142857,0.002761,30,6|3|5|2|3|3,bullish harami
0.003153,1.173913,0.002686,50,3|4|4|0|0|3,bullish harami
0.003151,1.040000,0.003030,51,3|3|5|3|4|7,one white soldier
0.003146,1.125000,0.002796,51,10|7|6|0|1|4,bullish harami
0.003146,1.105263,0.002846,40,4|4|3|1|2|9,one white soldier
0.003145,1.478261,0.002127,57,1|4|4|3|2|8,bullish engulfing
0.003144,1.320000,0.002382,58,0|1|2|1|0|5,bullish engulfing
0.003142,1.000000,0.003142,36,10|5|6|3|4|5,bullish harami
0.003140,1.107527,0.002835,196,2|2|3|1|2|6,one white soldier
0.003138,1.125000,0.002790,34,4|2|1|0|0|3,bullish engulfing
